Name,Star,Stars_count,Price,Area,Category,Services,Searched City
San Fernando Roasted Chicken,4,199,$$,,"['Peruvian', 'Chicken Shop']",[],Shoreline
Chick-fil-A,3,86,n/a,Bitter Lake,['Fast Food'],"['Delivery', 'Takeout']",Shoreline
El Patio,4,37,n/a,Licton Springs,"['Latin American', 'Salad', 'Seafood']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Acapulco Fresh Mexican Grill,4,151,$,,"['Mexican', 'Fast Food']",[],Shoreline
Arnies Restaurant,3.5,490,$$,,['Seafood'],"['Delivery', 'Takeout']",Shoreline
Vinbero,4.5,7,n/a,,"['Cheese Shops', 'Cafes', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Thai by Day,4.5,128,n/a,,"['Asian Fusion', 'Thai']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Tubs Gourmet Subs,4.5,508,$,,['Sandwiches'],[],Shoreline
Famous Dave’s Bar-B-Que,3.5,14,n/a,Northgate,"['Food Delivery Services', 'Comfort Food', 'Barbeque']",['Delivery'],Shoreline
Kitty Korner,3.5,30,$,,"['Pet Adoption', 'Themed Cafes']",[],Shoreline
Stanford’s Northgate,3,477,$$,Northgate,"['American (Traditional)', 'Seafood', 'Steakhouses']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Here & There Grill,4.5,59,$$,,"['Food Trucks', 'Sandwiches']",[],Shoreline
Yua Ramen,4,65,$$,,"['Ramen', 'Izakaya']","['Delivery', 'Takeout']",Shoreline
Pho Ha,3.5,244,$$,,"['Vietnamese', 'Sandwiches', 'Bubble Tea']","['Delivery', 'Takeout']",Shoreline
Yummy Box,4,33,$,,"['Food Trucks', 'Asian Fusion']",[],Shoreline
Peking House,3,139,$$,,['Chinese'],['Delivery'],Shoreline
Rory’s of Edmonds Bar & Grill,4,240,$$,,"['Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Gilson Korean Restaurant,3.5,113,$$,,['Korean'],[],Shoreline
Aleppo Kitchen,4.5,123,n/a,,"['Halal', 'Falafel', 'Syrian']","['Delivery', 'Takeout']",Shoreline
Lake City Gyros,4.5,223,$,,"['Middle Eastern', 'Mediterranean', 'Greek']",['Delivery'],Shoreline
Ichi Roll Wok & Teriyaki,4,109,$$,Bitter Lake,"['Sushi Bars', 'Japanese', 'Chinese']","['Delivery', 'Takeout']",Shoreline
Boiling Point,3.5,446,$$,,"['Taiwanese', 'Hot Pot', 'Comfort Food']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Wild Mountain Cafe,4,471,$$,Crown Hill,"['American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Dumpling Generation - Lake Forest Park,3,30,n/a,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Santorini Pizza & Pasta,4,90,$$,,"['Pizza', 'Italian', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Thai Greenwood,4,95,$$,Broadview,"['Thai', 'Bars', 'Noodles']","['Delivery', 'Takeout']",Shoreline
Pho An,4,456,$,,"['Vietnamese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Greenwood Flame Burger,4,31,n/a,Greenwood,"['Burgers', 'Halal', 'Chicken Wings']",['Takeout'],Shoreline
Fuji Teppanyaki & Sushi,4,70,n/a,,"['Teppanyaki', 'Sushi Bars']","['Delivery', 'Takeout']",Shoreline
Las Margaritas,3.5,179,$$,Haller Lake,"['Mexican', 'Cocktail Bars']","['Delivery', 'Takeout']",Shoreline
Chada Thai Restaurant,4,224,$$,Bitter Lake,['Thai'],"['Delivery', 'Takeout']",Shoreline
Taqueria Pollo Asado,4.5,230,$,,['Mexican'],"['Delivery', 'Takeout']",Shoreline
Nasai Teriyaki,4.5,82,$$,Olympic Hills,['Japanese'],['Delivery'],Shoreline
Girardi’s Osteria,3.5,512,$$,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Best Teriyaki,4,65,$,,['Japanese'],"['Delivery', 'Takeout']",Shoreline
Shore Pine Coffee & Gelato,4.5,2,n/a,,"['Gelato', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Teriyaki Island,4,81,$,,['Japanese'],"['Delivery', 'Takeout']",Shoreline
Cafe Munir,4,280,$$,Loyal Heights,['Lebanese'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Korean Fried Chicken,4,1,n/a,,['Korean'],[],Shoreline
Country Fried Chicken,2.5,6,n/a,Bitter Lake,"['Fast Food', 'Chicken Wings']",['Takeout'],Shoreline
Omar’s Taqueria,4.5,66,n/a,,['Tacos'],[],Shoreline
Luna Azul,4.5,184,$$,Greenwood,"['Mexican', 'Latin American', 'Beer Bar']","['Delivery', 'Takeout']",Shoreline
Todo Mexico,3.5,151,$$,,['Mexican'],"['Delivery', 'Takeout']",Shoreline
Teriyaki Plus,4.5,163,$,,['Japanese'],[],Shoreline
Thai Family Restaurant,4.5,25,n/a,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Gangnam Korean Restaurant,4,134,$$,,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",Shoreline
Wet -Mex,3.5,2,n/a,,['Mexican'],['Takeout'],Shoreline
Hops n Drops,4,329,$$,,"['Burgers', 'Sandwiches', 'American (New)']","['Delivery', 'Takeout']",Shoreline
Teriyaki Plus,4.5,163,$,,['Japanese'],[],Shoreline
Kahlo’s Cantina,3.5,62,$$,,"['Mexican', 'Cocktail Bars']",['Outdoor dining'],Shoreline
Lake Forest Bar & Grill,3,377,$$,,"['American (Traditional)', 'Bars', 'Breakfast & Brunch']","['Delivery', 'Takeout']",Shoreline
Ahadu Ethiopian Restaurant,4.5,84,$$,,['Ethiopian'],"['Delivery', 'Takeout']",Shoreline
Watershed Pub & Kitchen,3.5,380,$$,Mapleleaf,"['Pubs', 'Pizza', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Flying Squirrel Pizza,4,173,$$,Mapleleaf,['Pizza'],['Takeout'],Shoreline
Baja Tacos & Beer Mexican Restaurant,4,161,$$,Crown Hill,['Mexican'],"['Delivery', 'Takeout']",Shoreline
Santa Fe Mexican Grill & Cantina,3.5,65,$$,,"['Mexican', 'Beer Bar', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Burgermaster,4,255,$,Licton Springs,['Burgers'],"['Delivery', 'Takeout']",Shoreline
A1 Hop Shop 144th,5,19,$,Broadview,"['Beer Bar', 'Sports Bars', 'Pizza']","['Outdoor dining', 'Delivery', 'Takeout']",Shoreline
Modoo Restaurant,4.5,59,n/a,,"['Korean', 'Soul Food']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Dawa,4.5,159,$$,,"['Korean', 'Chicken Wings']",['Delivery'],Lynnwood
Fire & the Feast,4,62,n/a,,['Italian'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Market,4.5,404,$$,,['Seafood'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Cask & Trotter - Lynnwood,4,315,$$,,"['Barbeque', 'Bars', 'American (Traditional)']","['Outdoor dining', 'Takeout']",Lynnwood
Indigo Kitchen and Ale House,4,869,$$,,"['American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Lasa Sandwiches & Pearls,4,27,$$,,"['Filipino', 'Sandwiches', 'Juice Bars & Smoothies']",['Opened 2 months ago'],Lynnwood
Isarn Thai Soul Kitchen,4,880,$$,,"['Thai', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Bucatini,4.5,469,$$,,"['Italian', 'Salad', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Kochi Po-Cha,4.5,64,n/a,,"['Korean', 'Chicken Shop', 'Beer Bar']","['Delivery', 'Takeout']",Lynnwood
Kochi Po-Cha,4.5,64,n/a,,"['Korean', 'Chicken Shop', 'Beer Bar']","['Delivery', 'Takeout']",Lynnwood
Barkada Edmonds,4,152,$$,,"['Filipino', 'Hawaiian', 'Tiki Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Oshima Japanese Cuisine,4.5,357,$,,"['Sushi Bars', 'Japanese']",['Delivery'],Lynnwood
Calypso Edmonds,4.5,147,$$,,['Caribbean'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Muto Izakaya Restaurant,4,295,$$,,"['Sushi Bars', 'Ramen', 'Izakaya']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Seoul Hotdog,4.5,145,$,,"['Korean', 'Hot Dogs', 'Fast Food']","['Outdoor dining', 'Takeout']",Lynnwood
Yeh Yeh’s,4.5,782,$,,"['Vietnamese', 'Sandwiches']","['Delivery', 'Takeout']",Lynnwood
Fat Pig BBQ,4.5,230,$$,,['Barbeque'],"['Delivery', 'Takeout']",Lynnwood
Bantaba African Restaurant,4.5,285,$$,,['African'],"['Delivery', 'Takeout']",Lynnwood
Salt and Iron,4,842,$$$,,"['Seafood', 'Steakhouses', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Bobby’s Hawaiian Style Restaurant,4,310,$$,,['Hawaiian'],"['Delivery', 'Takeout']",Lynnwood
Taqueria Pollo Asado,4.5,230,$,,['Mexican'],"['Delivery', 'Takeout']",Lynnwood
Ashiya,4.5,271,$$,,['Japanese'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Ta Joia,5,125,$$,,"['Asian Fusion', 'Korean']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Aleppo Kitchen,4.5,124,n/a,,"['Halal', 'Falafel', 'Syrian']","['Delivery', 'Takeout']",Lynnwood
Charm Gai,4.5,135,$$,,['Thai'],"['Delivery', 'Takeout']",Lynnwood
Grouchy Chef,4.5,298,$$,,['French'],['Takeout'],Lynnwood
The Hook,4,194,$$,,"['Seafood', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Hops n Drops,4,329,$$,,"['Burgers', 'Sandwiches', 'American (New)']","['Delivery', 'Takeout']",Lynnwood
Dumpling Generation - Edmonds,4,372,$$,,['Chinese'],"['Outdoor dining', 'Takeout']",Lynnwood
Korea House,4.5,662,$$,,['Korean'],"['Delivery', 'Takeout']",Lynnwood
Gangnam Korean Restaurant,4,134,$$,,"['Barbeque', 'Korean']","['Delivery', 'Takeout']",Lynnwood
Gyro Crush,5,88,n/a,,['Mediterranean'],"['Delivery', 'Takeout']",Lynnwood
Rinconcito Peruano Restaurant,4.5,39,$$,,['Peruvian'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Dumpling House,4.5,22,$,,"['Chinese', 'Seafood', 'Soup']","['Delivery', 'Takeout']",Lynnwood
SenSen Ramen & Katsu,4.5,51,$$,,"['Ramen', 'Korean']","['Delivery', 'Takeout']",Lynnwood
Q Sushi Bar & Kitchen,5,36,$$,,"['Japanese', 'Sushi Bars', 'Salad']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Sam Oh Jung,4,305,$$,,['Korean'],['Takeout'],Lynnwood
Blackbird,4.5,22,n/a,,"['American (New)', 'Diners', 'Breakfast & Brunch']",['Outdoor dining'],Lynnwood
Bistro 76 Cafe & Catering,4.5,259,$$,,"['Breakfast & Brunch', 'Venues & Event Spaces']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Astoria Pizza & Pasta,4.5,208,$$,,"['Pizza', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Moonshine BBQ,3.5,471,$$,,"['Barbeque', 'Bars', 'Burgers']",['Takeout'],Lynnwood
Fashion Dim Sum,4,365,$$,,"['Dim Sum', 'Noodles', 'Soup']",['Takeout'],Lynnwood
The Cove Restaurant and Lounge,4,102,$$,,"['Sports Bars', 'American (New)']",['Outdoor dining'],Lynnwood
Fuji Teppanyaki & Sushi,4,70,n/a,,"['Teppanyaki', 'Sushi Bars']","['Delivery', 'Takeout']",Lynnwood
Wild Wasabi Japanese Cuisine,4,592,$$,,"['Sushi Bars', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Emory’s On Silver Lake,4,608,$$$,,"['Steakhouses', 'Seafood', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
PHO Nguyen’s House,4,121,$$,,"['Vietnamese', 'Noodles', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Cheesecake Factory - Lynnwood,2.5,429,$$,,"['Desserts', 'American (Traditional)']","['Delivery', 'Takeout']",Lynnwood
Sabai Sabai Lao & Thai Cuisine,4.5,100,$$,,"['Laotian', 'Thai']","['Delivery', 'Takeout']",Lynnwood
Qin Xi’an Noodles,4,360,$$,,"['Chinese', 'Noodles']","['Delivery', 'Takeout']",Lynnwood
Sparta’s Pizza & Spaghetti House- Lynnwood,4,217,$$,,"['Pizza', 'Italian', 'Sandwiches']","['Delivery', 'Takeout']",Lynnwood
B3 Breakfast And Burger Bar,3.5,502,$$,,"['Burgers', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Cascades,4,16,n/a,,"['American (New)', 'Lounges']","['Delivery', 'Takeout']",Lynnwood
Las Espuelas,4.5,513,$$,,['Mexican'],"['Outdoor dining', 'Takeout']",Lynnwood
Katsu Burger,4,405,$$,,"['Japanese', 'Burgers']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Cottage,4,305,$$,,"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Sahm Gook Jih Palace,4,263,$,,"['Asian Fusion', 'Chinese', 'Korean']",[],Lynnwood
Cafe Kleo,4,123,$,,"['Bubble Tea', 'Desserts', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
La Cazuela Mexican,5,26,n/a,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Sabai Sabai Lao & Thai Cuisine,4.5,100,$$,,"['Laotian', 'Thai']","['Delivery', 'Takeout']",Lynnwood
BittyFish Sushi,4,63,n/a,,"['Conveyor Belt Sushi', 'Sushi Bars', 'Desserts']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
9 Delicacies,4.5,275,$$,,"['Korean', 'Chicken Wings', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Daphnes,4.5,154,$$,,"['American (New)', 'Cocktail Bars', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Carniceria Michoacan,4.5,11,$$,,"['Mexican', 'Meat Shops']",[],Lynnwood
Stack 571 Burger & Whiskey Bar,4,342,$$,,"['Burgers', 'Whiskey Bars', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Rusty Pelican Cafe,4,327,$$,,"['Cafes', 'American (Traditional)', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
San Fernando Roasted Chicken,4,199,$$,,"['Peruvian', 'Chicken Shop']",[],Lynnwood
Vons Chicken,4.5,53,n/a,,"['Korean', 'Chicken Shop']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Looking For Chai Taiwanese Kitchen,4,291,$$,,"['Taiwanese', 'Bubble Tea']","['Delivery', 'Takeout']",Lynnwood
Maize & Barley,4.5,54,$$,,"['Caribbean', 'Bars', 'Soup']",[],Lynnwood
Looking For Chai Taiwanese Kitchen,4,291,$$,,"['Taiwanese', 'Bubble Tea']",[],Lynnwood
Taqueria Puebla,4.5,74,n/a,,"['Mexican', 'Beer Bar']",[],Lynnwood
Szechuan Cuisine,4.5,80,$$,,"['Szechuan', 'Asian Fusion']",[],Lynnwood
Leftcraft,3.5,40,n/a,,"['Gastropubs', 'American (Traditional)']",[],Lynnwood
Taste Rice Noodle,4.5,30,$$,,"['Chinese', 'Noodles']",[],Lynnwood
Edo Sushi and Sake,4.5,59,n/a,,['Sushi Bars'],[],Lynnwood
Azul Restaurant & Lounge,4,815,$$,,"['Mexican', 'Lounges', 'Caribbean']",[],Lynnwood
Epulo Bistro,4,411,$$,,['Mediterranean'],[],Lynnwood
Bazille,3.5,48,$$,,"['American (New)', 'Cocktail Bars']",[],Lynnwood
Rusty Pelican Cafe,4,506,$$,,"['Desserts', 'Breakfast & Brunch', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Best Of Chengdu,4,53,n/a,,['Szechuan'],"['Delivery', 'Takeout']",Lynnwood
Casa Oaxaca,4.5,132,$$,,"['Mexican', 'Seafood', 'Cocktail Bars']","['Delivery', 'Takeout']",Lynnwood
El Rinconsito - Lynnwood,4,288,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Omar’s Taqueria,4.5,68,n/a,,['Tacos'],[],Lynnwood
Tasty Pot,4,191,$$,,"['Taiwanese', 'Hot Pot', 'Bubble Tea']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
El Antojo - Lynnwood,4,261,$,,['Mexican'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
La Terraza Food Truck - Lynnwood,4.5,36,n/a,,"['Mexican', 'Food Trucks']","['Outdoor dining', 'Delivery']",Lynnwood
Furi Chinese Restaurant,4.5,199,$$,,['Cantonese'],"['Delivery', 'Takeout']",Lynnwood
Fork Mediterranean Grill,4.5,349,$,,"['Mediterranean', 'Greek']","['Delivery', 'Takeout']",Lynnwood
The Keg Steakhouse Bar - Lynnwood - Temp. CLOSED,4,612,$$$,,"['Steakhouses', 'Seafood', 'Desserts']",['Takeout'],Lynnwood
The Bine Beer & Food,4.5,311,$$,,"['Beer Bar', 'Tapas/Small Plates', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Banh Mi Bites,4.5,83,$,,"['Vietnamese', 'Sandwiches', 'Coffee & Tea']","['Delivery', 'Takeout']",Lynnwood
Babsarang Restaurant,4.5,50,$,,['Korean'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Anthony’s Beach Cafe,3.5,200,$$,,"['Seafood', 'Bars']","['Outdoor dining', 'Takeout']",Lynnwood
Thai Family Restaurant,4.5,28,n/a,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Local 104,4,76,$$,,"['Pizza', 'Beer Bar', 'Tapas/Small Plates']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Saw Mill Cafe,4,413,$$,,"['Cafes', 'Breakfast & Brunch', 'American (New)']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Wake N Bacon BBQ,4.5,98,$$,,['Barbeque'],"['Outdoor dining', 'Takeout']",Lynnwood
Hosoonyi Korean Restaurant,4,523,$$,,['Korean'],"['Delivery', 'Takeout']",Lynnwood
Cho Dang Tofu Restaurant,4.5,108,$$,,['Korean'],"['Delivery', 'Takeout']",Lynnwood
Traditional Korean Beef Soup,4,234,$$,,"['Korean', 'Soup']",['Delivery'],Lynnwood
U Lin Asian Bistro,3.5,252,$$,,"['Cantonese', 'Asian Fusion', 'Dim Sum']","['Delivery', 'Takeout']",Lynnwood
Bar Dojo,4,371,$$,,"['Asian Fusion', 'Tapas/Small Plates', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Q-Cafe,4,5,n/a,,"['Japanese', 'Korean']",[],Lynnwood
The Rock Wood Fired Pizza,3.5,618,$$,,"['Pizza', 'Bars', 'American (Traditional)']","['Delivery', 'Takeout']",Lynnwood
Thai by Day,4.5,129,n/a,,"['Asian Fusion', 'Thai']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Vinbero,4.5,7,n/a,,"['Cheese Shops', 'Cafes', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Tablas Woodstone Taverna,3.5,647,$$,,"['Tapas/Small Plates', 'Mediterranean', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Stars In the Sky,4,313,$$,,"['Karaoke', 'Korean', 'Chicken Shop']","['Delivery', 'Takeout']",Lynnwood
Vinbero,4.5,7,n/a,,"['Cheese Shops', 'Cafes', 'Wine Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Stars In the Sky,4,313,$$,,"['Karaoke', 'Korean', 'Chicken Shop']","['Delivery', 'Takeout']",Lynnwood
Caravan Kebab,4.5,289,$$,,"['Indian', 'Mediterranean', 'Modern European']","['Delivery', 'Takeout']",Lynnwood
Tacos Reggie,5,27,n/a,Lynnwood,"['Food Trucks', 'Mexican']",[],Lynnwood
The Old Spaghetti Factory,3,341,$$,,"['Italian', 'Caterers']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Grazie Ristorante Italiano,4,428,$$,,"['Italian', 'Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Good Burger,4.5,21,$$,,"['Burgers', 'Fast Food', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
WuJu KBBQ,3.5,83,$$,,"['Korean', 'Barbeque']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Bison on Main,4.5,29,n/a,,"['Pubs', 'Burgers', 'Sandwiches']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Just Poke,4.5,19,$$,,"['Hawaiian', 'Poke']","['Opened 2 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Just Poke,4.5,19,$$,,"['Hawaiian', 'Poke']","['Opened 2 months ago', 'Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Ono Authentic Hawaiian Poke,4.5,520,$$,,"['Poke', 'Live/Raw Food', 'Hawaiian']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Claim Jumper Steakhouse & Bar,3,578,$$,,"['American (Traditional)', 'Steakhouses', 'Seafood']","['Delivery', 'Takeout']",Lynnwood
Gyro Delight,4,197,$,,['Greek'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Potlatch Bistro,3,4,n/a,,['Seafood'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Sura Korean Barbeque & Traditional Food,3.5,166,$$,,"['Korean', 'Barbeque']","['Delivery', 'Takeout']",Lynnwood
Red Cork Bistro,4.5,127,$$,,"['Wine Bars', 'American (New)', 'Tapas/Small Plates']","['Delivery', 'Takeout']",Lynnwood
Nuevo Amanecer Pupuseria,4.5,98,$,,['Salvadoran'],"['Delivery', 'Takeout']",Lynnwood
Boiling Fish,4.5,36,n/a,,"['Chinese', 'Asian Fusion']","['Delivery', 'Takeout']",Lynnwood
Nakagawa Japanese Restaurant,4,143,$$,,"['Sushi Bars', 'Japanese', 'Noodles']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Anthony’s Seafood Grill,3,267,$$,,['Seafood'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Gabriel’s Fire,4,417,$$,,['Barbeque'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
BBQ Arirang,2.5,299,$$,,"['Korean', 'Barbeque']",['Takeout'],Lynnwood
MOMO Sushi,4.5,187,$$,,"['Sushi Bars', 'Japanese']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Best Sushi & Teriyaki,4,113,$,,"['Sushi Bars', 'Japanese']",['Delivery'],Lynnwood
Silver Spoon Thai Restaurant & Bar,3.5,621,$$,,"['Thai', 'Bars']",[],Lynnwood
Tubs Gourmet Subs,4.5,399,$,,['Sandwiches'],"['Delivery', 'Takeout']",Lynnwood
B Thai,4,109,$$,,['Thai'],"['Delivery', 'Takeout']",Lynnwood
Ming Garden,4.5,41,n/a,,['Chinese'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Dong Ting Chun,3.5,276,$$,,['Chinese'],['Outdoor dining'],Lynnwood
Buzzed Bear Coffee,4.5,54,$,,"['Coffee & Tea', 'Breakfast & Brunch']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Chick-fil-A,4,475,$,,['Fast Food'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
China Cafe,3.5,135,$$,,['Szechuan'],[],Lynnwood
Philly Ya Belly,4.5,388,$$,,"['Sandwiches', 'Cheesesteaks']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Happy Lemon,3.5,79,n/a,,"['Bubble Tea', 'Donuts', 'Hot Dogs']",['Delivery'],Lynnwood
"Chicago’s Pizza With A Twist Lynnwood, WA",3.5,72,n/a,,"['Pizza', 'Vegan', 'Gluten-Free']","['Delivery', 'Takeout']",Lynnwood
Pho Country House Highway 99 Lynnwood,3.5,35,n/a,,['Vietnamese'],"['Delivery', 'Takeout']",Lynnwood
Big Fish Sushi,4,175,$$,,"['Sushi Bars', 'Ramen']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
The Bistro Pho & Teriyaki,3.5,87,$,,"['Vietnamese', 'Asian Fusion']",[],Lynnwood
Noodle House,3.5,5,$$,,"['Chinese', 'Noodles']",[],Lynnwood
Rory’s of Edmonds Bar & Grill,4,241,$$,,"['Bars', 'American (Traditional)']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Gyro Guys Halal Grill,4.5,82,n/a,,"['Mediterranean', 'Middle Eastern', 'Halal']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Sushi Misoya,4,144,$$,,"['Sushi Bars', 'Japanese']",['Takeout'],Lynnwood
Noodle Hut,4.5,133,$,,"['Noodles', 'Thai']",['Takeout'],Lynnwood
Shore Pine Coffee & Gelato,4.5,2,n/a,,"['Gelato', 'Cafes']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Streetzeria,4.5,114,$$,,"['Pizza', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Amaro Bistro,4,398,$$,,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",Lynnwood
Savvy Thai Cuisine,4,221,$$,,['Thai'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Hyang Mi,4,11,$,,['Korean'],[],Lynnwood
Arnies Restaurant,3.5,490,$$,,['Seafood'],"['Delivery', 'Takeout']",Lynnwood
Amaro Bistro,4,398,$$,,"['Italian', 'Pizza', 'Wine Bars']","['Delivery', 'Takeout']",Lynnwood
Streetzeria,4.5,114,$$,,"['Pizza', 'Italian']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
San Kai,4,96,n/a,,['Sushi Bars'],"['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
Arnies Restaurant,3.5,490,$$,,['Seafood'],"['Delivery', 'Takeout']",Lynnwood
Ezell’s Famous Chicken,3,242,$,,"['Southern', 'Comfort Food', 'Chicken Shop']","['Delivery', 'Takeout']",Lynnwood
Olive Garden Italian Restaurant,3,299,$$,,"['Italian', 'Salad', 'Soup']","['Delivery', 'Takeout']",Lynnwood
Santa Fe Mexican Grill & Cantina,4,66,$$,,"['Mexican', 'Beer Bar', 'Cocktail Bars']","['Outdoor dining', 'Delivery', 'Takeout']",Lynnwood
